X(m),Y(m),Z(m),Distance(m),Capacity(MBit/sec),DelaySpread(sec),Interference (dB),Noise (dB),SNR (dB),SIR (dB),SINR (dB),Environment,Base Station Type,Base Station Code,Base Station Coordinates,Total Capacity (Gbps),Total Bandwidth (GHz),number of interfaces,Net delay(ms)
1580.0,480.0,300.0,99891.1,440.7244,9.29316e-07,-250.0,-96.22878,44.22359,197.9948,44.22359,urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1580.0,1080.0,150.0,425.923,0.05737613,2.81977e-07,-250.0,-87.9897,-37.0143,124.996,-37.0143,plain air,BS,BS suburban1,1478 1472 20,112.681,10.0,1200,0.6
1580.0,1560.0,153.411,92.3306,579.5115,1.13723e-08,-250.0,-87.9897,8.096698,170.107,8.096698,mountain land ground,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1590.0,180.0,300.0,99893.2,249.761,1.01306e-06,-250.0,-96.22878,25.04829,178.8195,25.04829,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1590.0,820.0,300.0,148.165,748.6221,5.64713e-08,-250.0,-87.9897,10.9308,172.9411,10.9308,urban air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1590.0,1240.0,300.0,380.887,0.9411658,4.09669e-08,-250.0,-87.9897,-24.8583,137.152,-24.8583,plain air,BS,BS suburban1,1478 1472 20,112.681,10.0,1200,0.6
1590.0,1850.0,363.77,522.84,190.1646,7.02804e-09,-250.0,-87.9897,-0.3013003,161.709,-0.3013003,mountain land air,BS,BS suburban1,1478 1472 20,112.681,10.0,1200,0.6
1600.0,480.0,2.0,375.814,10.95974,2.96284e-07,-250.0,-87.9897,-14.1213,147.889,-14.1213,urban ground,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1600.0,1050.0,2.0,533.881,232.4381,9.67389e-09,-250.0,-87.9897,0.9270989,162.9374,0.9270989,plain ground,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1600.0,1500.0,2.0,126.777,8.986572,7.28164e-07,-250.0,-87.9897,-14.9983,147.012,-14.9983,mountain land ground,BS,BS suburban1,1478 1472 20,112.681,10.0,1200,0.6
1610.0,130.0,150.0,575.858,293.1526,4.44958e-09,-250.0,-87.9897,2.460292,164.4706,2.460292,sea sky,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1610.0,800.0,2.0,273.646,211.0326,3.76806e-07,-250.0,-87.9897,0.3259979,162.3363,0.3259979,urban ground,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1610.0,1240.0,300.0,99890.2,701.2492,7.40686e-08,-250.0,-96.22878,70.36568,224.1369,70.36568,plain air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1610.0,1840.0,371.281,539.366,0.005217589,9.56175e-07,-250.0,-87.9897,-47.42731,114.583,-47.42731,mountain land air,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1620.0,480.0,300.0,277.197,13.61713,1.37933e-08,-250.0,-87.9897,-13.15831,148.852,-13.15831,urban air,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1620.0,1080.0,150.0,395.187,424.2821,8.43693e-08,-250.0,-87.9897,5.251993,167.2623,5.251993,plain air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1620.0,1550.0,151.406,100040.0,412.5237,3.12016e-07,-250.0,-96.22878,41.39368,195.1649,41.39368,mountain land ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1630.0,180.0,300.0,447.189,255.1306,4.11421e-08,-250.0,-87.9897,1.526197,163.5365,1.526197,sea sky,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1630.0,860.0,2.0,328.21,613.234,2.5892e-08,-250.0,-87.9897,8.677896,170.6882,8.677896,urban ground,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1630.0,1290.0,2.0,214.549,49.28818,3.24933e-07,-250.0,-87.9897,-7.298409,154.7119,-7.298409,suburban ground,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1630.0,1920.0,234.301,402.724,478.1034,4.56006e-08,-250.0,-87.9897,6.277193,168.2875,6.277193,mountain land air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1640.0,540.0,300.0,99891.2,422.3762,6.48551e-07,-250.0,-96.22878,42.38239,196.1536,42.38239,urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1640.0,1080.0,300.0,605.407,290.2196,4.79113e-09,-250.0,-87.9897,2.390894,164.4012,2.390894,plain air,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1640.0,1560.0,309.359,99882.3,411.4893,3.20077e-07,-250.0,-96.22878,41.28989,195.0611,41.28989,mountain land air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1650.0,190.0,2.0,100191.0,328.6544,2.31563e-08,-250.0,-96.22878,32.97609,186.7473,32.97609,sea surface,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1650.0,830.0,2.0,277.051,99.65528,1.10154e-08,-250.0,-87.9897,-3.845497,158.1648,-3.845497,urban ground,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1650.0,1250.0,2.0,603.355,306.9956,4.57275e-09,-250.0,-87.9897,2.782596,164.7929,2.782596,plain ground,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1650.0,1850.0,90.1385,367.407,438.5174,1.06103e-08,-250.0,-87.9897,5.528196,167.5385,5.528196,mountain land ground,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1660.0,470.0,150.0,100042.0,406.164,4.43618e-07,-250.0,-96.22878,40.75548,194.5267,40.75548,urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1660.0,1040.0,150.0,516.293,462.6274,3.70968e-08,-250.0,-87.9897,5.987495,167.9978,5.987495,plain air,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1660.0,1510.0,2.0,100190.0,401.327,6.40581e-08,-250.0,-96.22878,40.27008,194.0413,40.27008,mountain land ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1670.0,140.0,150.0,413.398,570.8975,1.48196e-08,-250.0,-87.9897,7.946599,169.9569,7.946599,sea sky,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1670.0,770.0,150.0,100041.0,448.2084,5.71672e-07,-250.0,-96.22878,44.97459,198.7458,44.97459,urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1670.0,1210.0,150.0,100041.0,402.0266,2.58686e-07,-250.0,-96.22878,40.34028,194.1115,40.34028,plain air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1670.0,1790.0,242.588,99950.8,698.2515,1.76949e-08,-250.0,-96.22878,70.06488,223.8361,70.06488,mountain land air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1680.0,420.0,150.0,100042.0,362.9197,4.77418e-07,-250.0,-96.22878,36.41558,190.1868,36.41558,urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1680.0,1050.0,2.0,443.743,1045.606,2.29169e-08,-250.0,-87.9897,15.62049,177.6308,15.62049,plain ground,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1680.0,1510.0,2.0,269.498,214.6622,7.01349e-09,-250.0,-87.9897,0.4307019,162.441,0.4307019,mountain land ground,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1690.0,140.0,2.0,616.553,214.2475,1.54179e-09,-250.0,-87.9897,0.4188,162.4291,0.4188,sea surface,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1690.0,810.0,150.0,282.793,668.2311,4.35512e-09,-250.0,-87.9897,9.606689,171.617,9.606689,urban air,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1690.0,1250.0,2.0,284.741,1130.929,2.10225e-07,-250.0,-87.9897,16.93509,178.9454,16.93509,plain ground,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1690.0,1850.0,108.003,457.34,5.023296,1.16016e-07,-250.0,-87.9897,-17.5543,144.456,-17.5543,mountain land ground,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1700.0,480.0,300.0,271.952,4.474063,5.90119e-08,-250.0,-87.9897,-18.06131,143.949,-18.06131,urban air,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1700.0,1050.0,300.0,389.144,440.9959,4.32952e-08,-250.0,-87.9897,5.575889,167.5862,5.575889,plain air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1700.0,1520.0,150.0,258.843,326.4403,1.11244e-08,-250.0,-87.9897,3.221897,165.2322,3.221897,mountain land ground,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1710.0,150.0,300.0,99894.2,355.3546,1.01281e-06,-250.0,-96.22878,35.65628,189.4275,35.65628,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1710.0,790.0,300.0,197.618,689.5373,3.0206e-08,-250.0,-87.9897,9.961093,171.9714,9.961093,urban air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1710.0,1220.0,300.0,558.831,288.5919,1.568e-08,-250.0,-87.9897,2.352203,164.3625,2.352203,plain air,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1710.0,1810.0,413.773,382.668,306.3213,3.50445e-08,-250.0,-87.9897,2.76709,164.7774,2.76709,mountain land air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1720.0,450.0,2.0,465.334,0.1913946,2.15103e-07,-250.0,-87.9897,-31.78131,130.229,-31.78131,urban ground,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1720.0,1060.0,300.0,533.0,447.4621,2.59532e-08,-250.0,-87.9897,5.69979,167.7101,5.69979,plain air,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1720.0,1520.0,300.0,99892.0,374.7617,6.10228e-07,-250.0,-96.22878,37.60409,191.3753,37.60409,mountain land air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1730.0,160.0,300.0,463.743,377.5904,9.87012e-09,-250.0,-87.9897,4.315399,166.3257,4.315399,sea sky,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1730.0,840.0,2.0,309.196,102.2937,1.73144e-07,-250.0,-87.9897,-3.711001,158.2993,-3.711001,urban ground,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1730.0,1280.0,2.0,390.165,88.15947,3.70944e-09,-250.0,-87.9897,-4.46901,157.5413,-4.46901,suburban ground,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1730.0,1900.0,282.44,424.499,433.4434,6.21293e-08,-250.0,-87.9897,5.430196,167.4405,5.430196,mountain land air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1740.0,550.0,2.0,71.4283,1762.559,5.4739e-08,-250.0,-87.9897,26.51949,188.5298,26.51949,urban ground,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1740.0,1110.0,300.0,634.348,312.022,8.76056e-09,-250.0,-87.9897,2.89759,164.9079,2.89759,plain air,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1740.0,1620.0,355.099,262.918,471.3047,3.67077e-08,-250.0,-87.9897,6.150392,168.1607,6.150392,mountain land air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1750.0,260.0,2.0,640.137,0.6160422,1.24425e-06,-250.0,-87.9897,-26.7013,135.309,-26.7013,sea surface,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1750.0,890.0,2.0,361.776,54.48142,1.55735e-07,-250.0,-87.9897,-6.823097,155.1872,-6.823097,urban ground,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1750.0,1300.0,2.0,322.928,0.09160198,3.58101e-07,-250.0,-87.9897,-34.98231,127.028,-34.98231,suburban ground,BS,BS suburban1,1478 1472 20,112.681,10.0,1200,0.6
1750.0,1910.0,146.401,544.931,1.375746,4.73022e-07,-250.0,-87.9897,-23.20631,138.804,-23.20631,mountain land ground,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1760.0,550.0,2.0,100190.0,394.2461,5.56106e-08,-250.0,-96.22878,39.55948,193.3307,39.55948,urban ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1760.0,1090.0,2.0,475.774,1.371328,2.024e-07,-250.0,-87.9897,-23.22031,138.79,-23.22031,plain ground,BS,BS suburban1,1478 1472 20,112.681,10.0,1200,0.6
1760.0,1570.0,29.2266,100163.0,695.9922,9.69287e-09,-250.0,-96.22878,69.83818,223.6094,69.83818,mountain land ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1770.0,220.0,150.0,530.691,327.7831,1.06439e-08,-250.0,-87.9897,3.251699,165.262,3.251699,sea sky,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1770.0,900.0,2.0,375.928,43.18186,5.88259e-08,-250.0,-87.9897,-7.920004,154.0903,-7.920004,urban ground,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1770.0,1320.0,150.0,336.776,363.2432,1.89301e-09,-250.0,-87.9897,4.016698,166.027,4.016698,suburban air,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1770.0,1960.0,278.136,638.012,6.121518,1.62915e-07,-250.0,-87.9897,-16.6873,145.323,-16.6873,mountain land air,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1780.0,620.0,150.0,174.694,617.2981,3.64299e-08,-250.0,-87.9897,8.747295,170.7576,8.747295,urban air,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1780.0,1150.0,2.0,418.93,215.7693,3.60167e-07,-250.0,-87.9897,0.4624021,162.4727,0.4624021,plain ground,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1780.0,1680.0,93.2696,379.516,17.53913,2.15864e-07,-250.0,-87.9897,-12.0293,149.981,-12.0293,mountain land ground,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1790.0,330.0,150.0,614.274,401.685,2.07507e-08,-250.0,-87.9897,4.804996,166.8153,4.804996,sea sky,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1790.0,960.0,150.0,361.819,490.8905,3.5541e-08,-250.0,-87.9897,6.513799,168.5241,6.513799,urban air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1790.0,1360.0,150.0,319.57,547.14,1.32181e-07,-250.0,-87.9897,7.528795,169.5391,7.528795,suburban air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1800.0,0.0,150.0,902.337,268.0518,2.442e-08,-250.0,-87.9897,1.852497,163.8628,1.852497,sea sky,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1800.0,630.0,150.0,191.724,604.4939,2.94373e-08,-250.0,-87.9897,8.528198,170.5385,8.528198,urban air,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1800.0,1130.0,150.0,616.245,410.753,2.49344e-08,-250.0,-87.9897,4.985699,166.996,4.985699,plain air,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1800.0,1650.0,226.918,425.02,76.64237,4.28577e-07,-250.0,-87.9897,-5.167805,156.8425,-5.167805,mountain land ground,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1810.0,300.0,300.0,379.233,324.7101,2.10846e-08,-250.0,-87.9897,3.183397,165.1937,3.183397,sea sky,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1810.0,980.0,2.0,411.164,3.091333,1.57797e-07,-250.0,-87.9897,-19.6773,142.333,-19.6773,urban ground,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1810.0,1400.0,300.0,429.883,298.5598,4.50507e-10,-250.0,-87.9897,2.587198,164.5975,2.587198,suburban air,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1820.0,60.0,2.0,849.303,2.996519,2.86021e-07,-250.0,-87.9897,-19.81331,142.197,-19.81331,sea surface,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1820.0,730.0,150.0,280.13,577.1486,1.13248e-08,-250.0,-87.9897,8.055595,170.0659,8.055595,urban air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1820.0,1200.0,2.0,678.839,2.194426,6.32616e-07,-250.0,-87.9897,-21.17231,140.838,-21.17231,plain ground,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1820.0,1770.0,147.319,100047.0,694.0599,6.48606e-09,-250.0,-96.22878,69.64428,223.4155,69.64428,mountain land ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1830.0,430.0,2.0,553.711,0.000244385,2.38371e-08,-250.0,-87.9897,-60.7213,101.289,-60.7213,urban ground,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1830.0,1020.0,2.0,480.309,122.7625,6.54748e-09,-250.0,-87.9897,-2.754799,159.2555,-2.754799,urban ground,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1830.0,1450.0,2.0,353.604,7.69258,6.61338e-07,-250.0,-87.9897,-15.6833,146.327,-15.6833,plain ground,BS,BS suburban1,1478 1472 20,112.681,10.0,1200,0.6
1840.0,100.0,150.0,100046.0,359.6606,4.99111e-07,-250.0,-96.22878,36.08848,189.8597,36.08848,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1840.0,740.0,150.0,300.554,496.7588,5.90926e-08,-250.0,-87.9897,6.621593,168.6319,6.621593,plain air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1840.0,1190.0,150.0,682.553,370.409,1.83151e-08,-250.0,-87.9897,4.166597,166.1769,4.166597,plain air,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1840.0,1760.0,289.838,391.413,449.2859,9.39934e-08,-250.0,-87.9897,5.7346,167.7449,5.7346,mountain land air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1850.0,410.0,300.0,99893.4,320.2718,9.71804e-07,-250.0,-96.22878,32.13449,185.9057,32.13449,plain air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1850.0,1010.0,300.0,656.481,0.00536993,3.24208e-07,-250.0,-87.9897,-47.30232,114.708,-47.30232,plain air,BS,BS suburban1,1478 1472 20,112.681,10.0,1200,0.6
1850.0,1430.0,300.0,99892.6,669.8949,5.84432e-08,-250.0,-96.22878,67.21948,220.9907,67.21948,plain air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1860.0,90.0,300.0,99895.9,397.8911,9.92832e-07,-250.0,-96.22878,39.92528,193.6965,39.92528,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1860.0,730.0,300.0,318.611,508.7889,7.72418e-08,-250.0,-87.9897,6.841101,168.8514,6.841101,plain air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1860.0,1190.0,300.0,585.28,268.0718,5.7975e-08,-250.0,-87.9897,1.852992,163.8633,1.852992,plain air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1860.0,1750.0,434.356,448.475,267.5453,6.73238e-08,-250.0,-87.9897,1.839889,163.8502,1.839889,mountain land air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1870.0,410.0,2.0,596.419,0.003234981,1.88144e-07,-250.0,-87.9897,-49.5033,112.507,-49.5033,plain ground,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1870.0,1010.0,2.0,660.098,201.1915,2.06291e-08,-250.0,-87.9897,0.0357948,162.0461,0.0357948,plain ground,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1870.0,1430.0,2.0,395.131,4.962881,4.60027e-07,-250.0,-87.9897,-17.6073,144.403,-17.6073,plain ground,BS,BS suburban1,1478 1472 20,112.681,10.0,1200,0.6
1880.0,90.0,300.0,557.528,312.897,1.57516e-08,-250.0,-87.9897,2.917503,164.9278,2.917503,sea sky,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1880.0,720.0,300.0,99892.3,293.7453,9.03062e-07,-250.0,-96.22878,29.47048,183.2417,29.47048,plain air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1880.0,1190.0,300.0,493.685,399.8548,1.6782e-07,-250.0,-87.9897,4.768299,166.7786,4.768299,plain air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1880.0,1740.0,428.875,99765.8,360.3342,4.43502e-07,-250.0,-96.22878,36.15608,189.9273,36.15608,mountain land air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1890.0,410.0,2.0,100192.0,337.1393,1.10859e-07,-250.0,-96.22878,33.82788,187.5991,33.82788,plain ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1890.0,1010.0,2.0,619.907,1.10571,3.38908e-07,-250.0,-87.9897,-24.15731,137.853,-24.15731,plain ground,BS,BS suburban1,1478 1472 20,112.681,10.0,1200,0.6
1890.0,1430.0,2.0,100191.0,399.6609,9.23051e-08,-250.0,-96.22878,40.10289,193.8741,40.10289,plain ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1900.0,100.0,150.0,100046.0,353.5194,4.98408e-07,-250.0,-96.22878,35.47208,189.2433,35.47208,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1900.0,740.0,150.0,358.459,470.5192,8.28125e-08,-250.0,-87.9897,6.135696,168.146,6.135696,plain air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1900.0,1190.0,150.0,609.452,382.5274,3.30694e-07,-250.0,-87.9897,4.416899,166.4272,4.416899,plain air,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1900.0,1750.0,285.581,99909.3,368.6249,2.94144e-07,-250.0,-96.22878,36.98818,190.7594,36.98818,mountain land air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1910.0,430.0,300.0,453.446,363.1193,1.36297e-07,-250.0,-87.9897,4.014095,166.0244,4.014095,plain air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1910.0,1010.0,300.0,99892.2,385.5131,8.26636e-07,-250.0,-96.22878,38.68308,192.4543,38.68308,plain air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1910.0,1440.0,300.0,99893.2,686.0185,4.09231e-08,-250.0,-96.22878,68.83738,222.6086,68.83738,plain air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1920.0,120.0,300.0,550.162,315.8816,1.53285e-08,-250.0,-87.9897,2.985195,164.9955,2.985195,sea sky,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1920.0,750.0,300.0,99892.6,408.9991,8.52057e-07,-250.0,-96.22878,41.03998,194.8112,41.03998,plain air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1920.0,1200.0,300.0,675.686,330.8898,5.07321e-08,-250.0,-87.9897,3.320402,165.3307,3.320402,plain air,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1920.0,1770.0,448.38,687.932,41.49822,1.17056e-07,-250.0,-87.9897,-8.105704,153.9046,-8.105704,mountain land air,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1930.0,450.0,300.0,375.896,228.2909,2.99487e-08,-250.0,-87.9897,0.8135925,162.8239,0.8135925,plain air,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1930.0,1030.0,300.0,691.995,0.1203048,2.26735e-07,-250.0,-87.9897,-33.79831,128.212,-33.79831,plain air,BS,BS suburban1,1478 1472 20,112.681,10.0,1200,0.6
1930.0,1470.0,300.0,532.072,0.1100755,1.78232e-07,-250.0,-87.9897,-34.18431,127.826,-34.18431,plain air,BS,BS suburban1,1478 1472 20,112.681,10.0,1200,0.6
1940.0,150.0,2.0,100194.0,345.9936,2.90545e-08,-250.0,-96.22878,34.71669,188.4879,34.71669,sea surface,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1940.0,790.0,2.0,456.877,212.0542,1.69999e-08,-250.0,-87.9897,0.3555905,162.3659,0.3555905,plain ground,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1940.0,1220.0,2.0,507.596,58.78452,4.73074e-08,-250.0,-87.9897,-6.459509,155.5508,-6.459509,plain ground,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1940.0,1820.0,292.205,506.672,357.3256,1.59896e-07,-250.0,-87.9897,3.891796,165.9021,3.891796,mountain land air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1950.0,490.0,150.0,622.039,368.0352,3.41387e-08,-250.0,-87.9897,4.117101,166.1274,4.117101,plain air,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1950.0,1050.0,150.0,624.733,512.5368,7.32715e-09,-250.0,-87.9897,6.909097,168.9194,6.909097,plain air,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1950.0,1510.0,160.237,425.434,467.5365,8.727e-08,-250.0,-87.9897,6.079801,168.0901,6.079801,mountain land ground,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1960.0,190.0,300.0,99895.9,400.1094,9.9203e-07,-250.0,-96.22878,40.14789,193.9191,40.14789,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1960.0,830.0,300.0,435.331,351.0085,7.72812e-08,-250.0,-87.9897,3.757299,165.7676,3.757299,plain air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1960.0,1250.0,300.0,518.58,333.0921,1.15339e-07,-250.0,-87.9897,3.368896,165.3792,3.368896,plain air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
1960.0,1880.0,428.136,751.938,0.02096323,1.20849e-07,-250.0,-87.9897,-41.38731,120.623,-41.38731,mountain land air,BS,BS suburban1,1478 1472 20,112.681,10.0,1200,0.6
1970.0,540.0,300.0,453.115,367.5226,1.22154e-07,-250.0,-87.9897,4.106391,166.1167,4.106391,plain air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1970.0,1080.0,300.0,571.203,275.0115,3.42925e-08,-250.0,-87.9897,2.024291,164.0346,2.024291,plain air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
1970.0,1550.0,331.648,99862.6,371.7575,6.55396e-07,-250.0,-96.22878,37.30258,191.0738,37.30258,mountain land air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1980.0,250.0,2.0,417.926,767.81,6.1579e-07,-250.0,-87.9897,11.2421,173.2524,11.2421,sea surface,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1980.0,880.0,2.0,100191.0,391.4271,7.42083e-08,-250.0,-96.22878,39.27658,193.0478,39.27658,plain ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1980.0,1290.0,2.0,517.904,473.4349,5.39937e-07,-250.0,-87.9897,6.190198,168.2005,6.190198,plain ground,BS,BS suburban2,1488 1449 20,101.412,10.0,1200,0.6
1980.0,1960.0,116.068,100081.0,686.6873,2.74383e-10,-250.0,-96.22878,68.90448,222.6757,68.90448,mountain land ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
1990.0,600.0,300.0,654.746,291.0884,1.13586e-08,-250.0,-87.9897,2.411493,164.4218,2.411493,plain air,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
1990.0,1110.0,300.0,704.2,271.8793,9.61933e-09,-250.0,-87.9897,1.947302,163.9576,1.947302,plain air,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
1990.0,1620.0,366.794,489.699,318.8242,7.26778e-08,-250.0,-87.9897,3.051589,165.0619,3.051589,mountain land air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
2000.0,320.0,150.0,762.084,289.2512,9.54365e-08,-250.0,-87.9897,2.367891,164.3782,2.367891,sea sky,BS,BS urban1,1434 816 30,168.014,10.0,1600,0.5
2000.0,950.0,150.0,519.455,308.3808,8.81152e-08,-250.0,-87.9897,2.814392,164.8247,2.814392,plain air,ABS,ABS urban,1550 700 225,48.004,2.0,400,1.0
